accuracy,balanced_accuracy,precision,recall,f1,specificity,kappa,roc_auc,pr_auc,log_loss,brier_score,Model,BalancedMethod,FeatureSelection,NumFeatures,overall_score,metrics_used,Rank
0.881609297,0.891050009,0.963855422,0.822878516,0.887805288,0.959221501,0.764134294,0.947212712,,1.616931245,0.09474978,random_forest,smote_enn,logistic_l1,20,0.856509713,10,157
0.882673882,0.891960046,0.963765477,0.824904543,0.888944871,0.959015549,0.766175105,0.944203165,,1.822560951,0.094639443,extra_trees,smote_enn,logistic_l1,20,0.856481923,10,158
0.88542406,0.887899776,0.924254967,0.870022598,0.896319191,0.905776954,0.768550551,0.936007927,,0.502547631,0.158420959,adaboost,svm_smote,anova,20,0.856238618,10,159
0.895670688,0.905041879,0.975933158,0.837372399,0.901358832,0.972711358,0.792008318,0.905041879,,3.760409544,0.104329312,decision_tree,smote_enn,anova,20,0.856056387,10,160
0.880766501,0.884372428,0.926798485,0.858333983,0.891253338,0.910410874,0.759723443,0.956001441,,0.521644855,0.167065046,adaboost,enn,logistic_l1,20,0.855560454,10,161
0.891767211,0.900611142,0.968871244,0.836749006,0.89797625,0.964473278,0.784035891,0.915598027,,3.199957167,0.103390675,decision_tree,random_under,logistic_l1,20,0.855422188,10,162
0.880633428,0.884243016,0.926708179,0.858178134,0.891127564,0.910307898,0.759458255,0.95553636,,0.519070903,0.165887054,adaboost,random_under,logistic_l1,20,0.855271934,10,163
0.874778211,0.885312898,0.965148699,0.809241798,0.880345865,0.961383998,0.751121939,0.961059843,,0.404644983,0.099285976,gradient_boosting,borderline_smote,random_forest,20,0.853890428,10,164
0.869544003,0.881980497,0.973754789,0.79217642,0.873630387,0.971784574,0.741727992,0.979144486,,0.344790119,0.091037764,extra_trees,svm_smote,anova,20,0.853389078,10,165
0.89389638,0.903007411,0.972571739,0.837216551,0.899832496,0.96879827,0.788377746,0.904836513,,3.733433416,0.104703202,decision_tree,nearmiss,anova,20,0.853065007,10,166
0.882984386,0.886308005,0.927033593,0.862308112,0.893500202,0.910307898,0.764040985,0.923585669,,0.488427076,0.096609438,logistic_regression,nearmiss,logistic_l1,20,0.852760611,10,167
0.880101136,0.883838102,0.926993762,0.856853425,0.890544645,0.910822778,0.758451387,0.951469819,,0.528374547,0.170159928,adaboost,smote_enn,logistic_l1,20,0.852399638,10,168
0.870298084,0.88202908,0.969398389,0.797319411,0.874978622,0.96673875,0.742861269,0.973957093,,0.353516455,0.096092508,gradient_boosting,random_under,variance,122,0.852055617,10,169
0.879968062,0.883683638,0.926759376,0.856853425,0.890436473,0.91051385,0.758174319,0.932528532,,0.448968358,0.093770924,logistic_regression,tomek,logistic_l1,20,0.851677238,10,170
0.870697303,0.882154272,0.967830189,0.799423362,0.875602782,0.964885182,0.743512172,0.969403973,,0.403268195,0.102145185,gradient_boosting,nearmiss,random_forest,20,0.850231231,10,171
0.892432576,0.902147545,0.975424813,0.831995636,0.898019261,0.972299454,0.785723362,0.903507606,,3.806415674,0.10653396,decision_tree,random_over,anova,20,0.849836099,10,172
0.868656849,0.880838004,0.971082268,0.792877737,0.872978422,0.96879827,0.739851413,0.974916395,,0.37057995,0.100872544,gradient_boosting,smote_tomek,mutual_information,20,0.849286542,10,173
0.868124556,0.880094888,0.969077069,0.793656978,0.872638478,0.966532798,0.738695375,0.974439129,,0.366446651,0.100035023,gradient_boosting,smote_tomek,variance,122,0.848272994,10,174
0.868479418,0.880669629,0.970981291,0.792643965,0.872795916,0.968695294,0.739506319,0.972462532,,0.36793209,0.099512579,gradient_boosting,random_under,mutual_information,20,0.84815811,10,175
0.890968772,0.900811694,0.975002289,0.829735837,0.896522691,0.97188755,0.782873855,0.902481333,,3.845173425,0.107741704,decision_tree,tomek,anova,20,0.84681666,10,176
0.875487935,0.880136775,0.92838831,0.846567443,0.885592011,0.913706106,0.749653322,,,,,sgd,borderline_smote,mutual_information,20,0.846741596,7,177
0.865285664,0.878490659,0.975349379,0.783137224,0.868738384,0.973844094,0.733737872,0.980173821,,0.29609161,0.096344488,random_forest,adasyn,extra_trees,20,0.846477401,10,178
0.8738467,0.87884549,0.929043897,0.842749162,0.883795048,0.914941819,0.746544375,0.946581804,,0.453552644,0.101248996,logistic_regression,svm_smote,random_forest,20,0.846401656,10,179
0.865640525,0.878564363,0.973623188,0.785241175,0.869343916,0.97188755,0.734290855,0.977507169,,0.352458214,0.094757926,extra_trees,tomek,anova,20,0.845957893,10,180
0.890259049,0.900701865,0.978564169,0.825294163,0.895417653,0.976109566,0.781722182,0.902158097,,3.894472689,0.108483464,decision_tree,borderline_smote,anova,20,0.845396037,10,181
0.890081618,0.900182764,0.976004413,0.827242266,0.895487136,0.973123262,0.781224922,0.901847484,,3.87718499,0.108638533,decision_tree,smote_tomek,anova,20,0.844967163,10,182
0.874245919,0.879521824,0.93102259,0.841424453,0.883958905,0.917619195,0.74748046,,,,,sgd,borderline_smote,random_forest,20,0.844294609,7,183
0.86612846,0.878592115,0.970743405,0.788591911,0.870238198,0.968592318,0.735014364,0.97214109,,0.368608134,0.101244639,gradient_boosting,random_over,mutual_information,20,0.843995383,10,184
0.875044358,0.879722102,0.928180575,0.84594405,0.885156346,0.913500154,0.748780073,0.935443272,,0.482913644,0.103537375,logistic_regression,adasyn,mutual_information,20,0.843741637,10,185
0.8738467,0.878331926,0.926042822,0.84594405,0.884183092,0.910719802,0.746287614,,,,,sgd,svm_smote,variance,122,0.843618612,7,186
0.873225692,0.878475385,0.929993965,0.840567287,0.883022266,0.916383483,0.745428661,,,,,sgd,random_over,random_forest,20,0.842340224,7,187
0.873048261,0.878344589,0.930118195,0.840099743,0.882820177,0.916589435,0.745097522,,,,,sgd,smote,random_forest,20,0.841995006,7,188
0.871451384,0.87726763,0.931843867,0.835268449,0.88091716,0.919266811,0.742171048,0.947012357,,0.483353226,0.108171806,logistic_regression,adasyn,random_forest,20,0.841889438,10,189
0.8761533,0.879819337,0.92327797,0.85334684,0.886936098,0.906291834,0.750501153,0.924467095,,0.500276764,0.099901247,logistic_regression,smote_enn,anova,20,0.841630468,10,190
0.872782115,0.877647356,0.92735226,0.84251539,0.882900539,0.912779322,0.744348716,,,,,sgd,borderline_smote,variance,122,0.8415326,7,191
0.871362669,0.876939187,0.930335326,0.836671082,0.88102076,0.917207291,0.741872261,0.958202081,,0.515073169,0.163925715,adaboost,svm_smote,variance,122,0.841180422,10,192
0.873536196,0.878422445,0.928118031,0.843138783,0.88358989,0.913706106,0.74586722,0.935428419,,0.489354586,0.105234279,logistic_regression,borderline_smote,mutual_information,20,0.841085639,10,193
0.872382896,0.877421957,0.928030954,0.841034832,0.882393819,0.913809082,0.743638238,,,,,sgd,class_weight,mutual_information,20,0.840746938,7,194
0.872382896,0.877772684,0.930101953,0.838852957,0.882123981,0.916692411,0.743815272,,,,,sgd,smote_enn,random_forest,20,0.840708642,7,195
0.864309794,0.876744152,0.968821949,0.786955505,0.868469708,0.966532798,0.731417758,0.970995443,,0.383560845,0.101719169,gradient_boosting,random_under,random_forest,20,0.840425154,10,196
0.873358765,0.877352202,0.92279661,0.848515546,0.884098567,0.906188858,0.745063793,0.94572683,,0.50813845,0.160873307,adaboost,enn,anova,20,0.840010511,10,197
0.871983676,0.877083825,0.928048885,0.840255591,0.881972845,0.913912058,0.742871174,,,,,sgd,smote_enn,mutual_information,20,0.839974354,7,198
0.88773066,0.897929886,0.974571587,0.82428115,0.89314814,0.971578622,0.776608532,0.899695925,,3.957254557,0.110903423,decision_tree,class_weight,anova,20,0.839820355,10,199
0.863156494,0.875731138,0.968743989,0.784929479,0.867203306,0.966532798,0.729220544,0.973548972,,0.364860278,0.099852471,gradient_boosting,smote,variance,122,0.839735263,10,200
0.881431867,0.892209386,0.972910073,0.814384789,0.886617179,0.970033982,0.764397842,0.9173252,,3.158934781,0.103110909,decision_tree,tomek,logistic_l1,20,0.839399696,10,201
0.871673172,0.876760987,0.927710843,0.840021819,0.881691408,0.913500154,0.742244328,,,,,sgd,smote_tomek,mutual_information,20,0.839380293,7,202
0.862890348,0.875785463,0.970809975,0.78266968,0.866646534,0.968901246,0.728865283,0.974237663,,0.379194097,0.104262806,gradient_boosting,class_weight,mutual_information,20,0.839172441,10,203
0.873669269,0.878451649,0.927623126,0.843918024,0.883793047,0.912985274,0.746081349,0.92872819,,0.501427558,0.100538194,logistic_regression,svm_smote,extra_trees,20,0.839065139,10,204
0.861027324,0.874562413,0.973725337,0.776825372,0.864201812,0.972299454,0.72554122,0.978278534,,0.359142594,0.094165221,extra_trees,class_weight,anova,20,0.838668261,10,205
0.860849894,0.874368987,0.9734375,0.776747448,0.86404022,0.971990526,0.725184142,0.978338893,,0.35141339,0.094697021,extra_trees,random_over,anova,20,0.838368853,10,206
0.870830376,0.876271227,0.92907188,0.836982779,0.880626384,0.915559675,0.740740231,,,,,sgd,smote_tomek,random_forest,20,0.837723361,7,207
0.860495032,0.873982135,0.972862163,0.7765916,0.863717121,0.97137267,0.724469934,0.978143325,,0.332308701,0.096692262,extra_trees,smote,anova,20,0.837575627,10,208
0.873314407,0.876962513,0.920792914,0.850619497,0.884316267,0.90330553,0.744800931,0.924227152,,0.491230336,0.099502245,logistic_regression,random_over,anova,20,0.836977444,10,209
0.860228886,0.873648155,0.972108445,0.776747448,0.863516265,0.970548862,0.723910784,0.977414131,,0.342462372,0.094866924,extra_trees,random_under,anova,20,0.836965032,10,210
0.868745564,0.874765685,0.930727622,0.831294319,0.878205392,0.918237051,0.736876923,0.945963924,,0.486764186,0.108984816,logistic_regression,borderline_smote,random_forest,20,0.836948842,10,211
0.86169269,0.874720962,0.97064238,0.780643653,0.865336443,0.96879827,0.726579945,0.97350061,,0.379223025,0.10418027,gradient_boosting,tomek,mutual_information,20,0.836907269,10,212
0.862180625,0.874711136,0.967506249,0.784228162,0.86627932,0.96519411,0.72727628,0.971770516,,0.400204227,0.104981447,gradient_boosting,enn,random_forest,20,0.836853818,10,213
0.872782115,0.876494969,0.920712657,0.849684407,0.883773707,0.90330553,0.743766715,0.924198297,,0.495705577,0.10032603,logistic_regression,smote_tomek,anova,20,0.836005436,10,214
0.869854507,0.875589425,0.929980019,0.834177511,0.879477489,0.917001339,0.738942473,,,,,sgd,tomek,random_forest,20,0.835818061,7,215
0.869588361,0.875067556,0.928231322,0.835502221,0.879429134,0.914632891,0.738279617,,,,,sgd,nearmiss,random_forest,20,0.835334602,7,216
0.869455287,0.874875514,0.927768166,0.835735993,0.879350633,0.914015034,0.737983484,,,,,sgd,smote_enn,extra_trees,20,0.835085872,7,217
0.861071682,0.8739375,0.968873852,0.781033274,0.864871861,0.966841726,0.725272204,0.970342786,,0.385201549,0.103973012,gradient_boosting,enn,variance,122,0.83461405,10,218
0.857345635,0.871316037,0.973417348,0.770435596,0.860113093,0.972196478,0.718546782,0.983387105,,0.301461532,0.100139769,random_forest,adasyn,mutual_information,20,0.834211887,10,219
0.871318311,0.875196695,0.920419912,0.847190836,0.882288497,0.903202554,0.740917794,0.923954967,,0.500032108,0.101751289,logistic_regression,smote,anova,20,0.833365707,10,220
0.885246629,0.895046558,0.969569203,0.82428115,0.89104157,0.965811966,0.771509454,0.895429161,,4.119032442,0.11442316,decision_tree,svm_smote,anova,20,0.833213547,10,221
0.85996274,0.873001026,0.969071165,0.778851399,0.863610835,0.967150654,0.723183534,0.971717579,,0.38952059,0.105361962,gradient_boosting,random_over,random_forest,20,0.833185829,10,222
0.87114088,0.875516833,0.923116263,0.843918024,0.881742316,0.907115642,0.740817004,0.923825343,,0.501149923,0.102579764,logistic_regression,random_under,anova,20,0.832886142,10,223
0.858853797,0.871864138,0.967813863,0.77791631,0.86253672,0.965811966,0.720988061,0.974689937,,0.390026637,0.106368695,gradient_boosting,tomek,random_forest,20,0.832403113,10,224
0.857079489,0.871082265,0.973401635,0.769968051,0.859815524,0.972196478,0.718042186,0.978549788,,0.342747608,0.095421255,extra_trees,smote_tomek,anova,20,0.832167724,10,225
0.8568577,0.871112922,0.975074184,0.768175797,0.859347078,0.974050046,0.71774488,0.979577386,,0.326733502,0.101098689,random_forest,borderline_smote,extra_trees,20,0.83178705,10,226
0.87056423,0.874910119,0.922454197,0.843528403,0.881227613,0.906291834,0.739647499,0.93671598,,0.512226077,0.162826645,adaboost,adasyn,anova,20,0.831699163,10,227
0.867547906,0.873250249,0.927795638,0.83207356,0.877331361,0.914426939,0.734322234,,,,,sgd,enn,mutual_information,20,0.831389748,7,228
0.865241306,0.877211628,0.966384154,0.790773786,0.86980372,0.96364947,0.733011605,0.958635289,,0.529664307,0.170595623,adaboost,borderline_smote,variance,122,0.830641533,10,229
0.858720724,0.871822407,0.968349515,0.777214993,0.862317901,0.966429822,0.720775867,0.969932483,,0.388901084,0.105012532,gradient_boosting,smote_enn,variance,122,0.830450544,10,230
0.869854507,0.87520112,0.927676488,0.836593158,0.87978366,0.913809082,0.738742883,0.924514936,,0.545676604,0.110163237,logistic_regression,borderline_smote,extra_trees,20,0.830153741,10,231
0.857478708,0.870618736,0.967444121,0.775734435,0.861047442,0.965503038,0.718355343,0.974513984,,0.387372607,0.105284676,gradient_boosting,smote_tomek,random_forest,20,0.83015224,10,232
0.866793825,0.871898967,0.923633856,0.835034676,0.877102517,0.908763258,0.732503141,,,,,sgd,random_under,anova,20,0.830017822,7,233
0.855172108,0.869482052,0.97385103,0.76614977,0.857603908,0.972814334,0.714469565,0.983336214,,0.324429861,0.107143184,random_forest,nearmiss,mutual_information,20,0.829916573,10,234
0.867769695,0.872455509,0.922035641,0.838619185,0.878351357,0.906291834,0.734233335,0.942098099,,0.511743436,0.162546764,adaboost,tomek,anova,20,0.829226777,10,235
0.87655252,0.887973664,0.972985693,0.805501442,0.881357377,0.970445886,0.755055083,0.913146222,,3.327381357,0.106842949,decision_tree,random_over,logistic_l1,20,0.828934641,10,236
0.866039744,0.872576889,0.931492393,0.825372088,0.875227235,0.919781691,0.731753224,,,,,sgd,enn,random_forest,20,0.828401135,7,237
0.867814053,0.872644783,0.922911838,0.83776202,0.878277918,0.907527546,0.734397911,0.924763297,,0.502487582,0.103154265,logistic_regression,enn,anova,20,0.8277112,10,238
0.867059972,0.872834193,0.927800974,0.831138471,0.876813679,0.914529915,0.733386221,0.928432959,,0.541198178,0.110755565,logistic_regression,adasyn,extra_trees,20,0.827032162,10,239
0.865196948,0.871147683,0.927237829,0.828177355,0.874912533,0.914118011,0.729763085,,,,,sgd,tomek,mutual_information,20,0.826841316,7,240
0.852909865,0.867545091,0.974095845,0.761863945,0.855006559,0.973226238,0.710216578,0.983418777,,0.317651568,0.10579659,random_forest,adasyn,random_forest,20,0.826335667,10,241
0.88174237,0.892720113,0.974605546,0.8134497,0.886765206,0.971990526,0.765103715,0.892720113,,4.262437009,0.11825763,decision_tree,adasyn,random_forest,20,0.825745749,10,242
0.852998581,0.867723223,0.974857827,0.7613964,0.85500525,0.974050046,0.710440417,0.980127565,,0.325334162,0.10493984,random_forest,svm_smote,extra_trees,20,0.825262475,10,243
0.864354152,0.869981522,0.924593867,0.829346217,0.874383832,0.910616826,0.727909367,0.945885318,,0.507988457,0.160732617,adaboost,nearmiss,anova,20,0.825178954,10,244
0.854817246,0.868331117,0.967618861,0.770747292,0.858035133,0.965914942,0.713332508,0.972462127,,0.388041654,0.105584204,gradient_boosting,class_weight,random_forest,20,0.824908991,10,245
0.864132363,0.870275223,0.927458873,0.825917556,0.873747991,0.914632891,0.727742926,,,,,sgd,smote,mutual_information,20,0.824770733,7,246
0.864088006,0.870223735,0.927377723,0.825917556,0.873711978,0.914529915,0.727650688,,,,,sgd,smote_tomek,extra_trees,20,0.824686208,7,247
0.880544713,0.886043985,0.93774823,0.846333671,0.889698956,0.925754299,0.760176037,0.891714546,,4.013137056,0.116848829,knn,adasyn,anova,20,0.824017926,10,248
0.865729241,0.870801041,0.922526715,0.834177511,0.876130458,0.90742457,0.730358651,0.924062975,,0.504630859,0.105717226,logistic_regression,tomek,anova,20,0.823768966,10,249
0.864487225,0.869584844,0.9216109,0.832774877,0.874943714,0.90639481,0.727891301,0.940753433,,0.512863979,0.163155214,adaboost,class_weight,anova,20,0.823225828,10,250
0.865330021,0.870475434,0.922612372,0.833320346,0.875696037,0.907630522,0.729600306,0.924383498,,0.50394094,0.106552319,logistic_regression,class_weight,anova,20,0.823161441,10,251
0.863777502,0.868999029,0.921721099,0.831294319,0.874175441,0.906703738,0.726540389,0.94281723,,0.512126773,0.162696289,adaboost,smote,anova,20,0.822899027,10,252
0.853841377,0.86751153,0.96782421,0.76879919,0.856907109,0.96622387,0.711503605,0.970939201,,0.376513514,0.103794228,gradient_boosting,random_over,variance,122,0.822886219,10,253
0.863200852,0.870221103,0.93194506,0.81952778,0.872128701,0.920914427,0.726357999,,,,,sgd,random_under,random_forest,20,0.822885177,7,254
0.862757275,0.869017296,0.926961859,0.823813606,0.872349204,0.914220987,0.725065305,,,,,sgd,random_over,mutual_information,20,0.822110188,7,255
0.873314407,0.884828811,0.970657609,0.801683161,0.878115398,0.967974462,0.748706583,0.909724671,,3.447538325,0.110181536,decision_tree,smote,logistic_l1,20,0.821583635,10,256
0.852865507,0.866591735,0.967295227,0.76747448,0.855876602,0.96570899,0.709619628,0.972333967,,0.398099748,0.108041122,gradient_boosting,smote,random_forest,20,0.8213687,10,257
0.862624202,0.869351344,0.929655781,0.820774566,0.871828829,0.917928123,0.725052483,0.943808064,,0.515090982,0.164457361,adaboost,nearmiss,extra_trees,20,0.821070685,10,258
0.862091909,0.869334734,0.932331496,0.817034209,0.870883342,0.921635259,0.724271894,,,,,sgd,class_weight,random_forest,20,0.82072567,7,259
0.878193754,0.884129308,0.93837462,0.841268604,0.887172323,0.926990011,0.755688148,0.891645746,,3.999881405,0.118358765,knn,borderline_smote,anova,20,0.82003054,10,260
0.878105039,0.886819619,0.955881023,0.82389153,0.884992048,0.949747709,0.756840418,0.892227139,,4.153196276,0.118899436,decision_tree,enn,logistic_l1,20,0.819602366,10,261
0.872249823,0.883718359,0.969348298,0.80090392,0.877112135,0.966532798,0.746582522,0.908470684,,3.487458839,0.111273918,decision_tree,smote_tomek,logistic_l1,20,0.819105626,10,262
0.861027324,0.867510302,0.926786343,0.820696641,0.870521139,0.914323963,0.721740135,,,,,sgd,random_under,mutual_information,20,0.818751797,7,263
0.86014017,0.867332307,0.93029872,0.815397803,0.869066899,0.919266811,0.720362794,0.936580148,,0.537011629,0.11377378,logistic_regression,nearmiss,random_forest,20,0.818481014,10,264
0.860894251,0.867468572,0.927218257,0.819995325,0.870316765,0.914941819,0.721525065,0.933946762,,0.553598161,0.117918297,logistic_regression,smote_enn,mutual_information,20,0.81833596,10,265
0.850204045,0.864341693,0.967748318,0.762253565,0.852796304,0.966429822,0.704632027,0.974118389,,0.379398556,0.104674304,gradient_boosting,tomek,variance,122,0.817999227,10,266
0.848651526,0.863679475,0.972894288,0.755162472,0.850311485,0.972196478,0.702101186,0.978022715,,0.384373215,0.100579504,extra_trees,smote_enn,anova,20,0.81737877,10,267
0.87655252,0.882562452,0.937412953,0.839164654,0.885572139,0.925960251,0.752448106,0.891617456,,3.998496694,0.118997516,knn,svm_smote,anova,20,0.817277094,10,268
0.857212562,0.865186694,0.932517545,0.807605392,0.865578152,0.922767995,0.714978393,0.945707828,,0.551937951,0.122815053,logistic_regression,smote_enn,random_forest,20,0.816336945,10,269
0.859785309,0.86655715,0.927435036,0.817657601,0.869093469,0.915456699,0.719425841,,,,,sgd,smote,extra_trees,20,0.816323786,7,270
0.859740951,0.866317773,0.926223006,0.818826463,0.869219952,0.913809082,0.719230091,,,,,sgd,nearmiss,mutual_information,20,0.81626158,7,271
0.859652236,0.86527535,0.920501,0.824670771,0.869954788,0.90587993,0.718526397,0.94276175,,0.508639813,0.161254982,adaboost,smote_tomek,anova,20,0.816205952,10,272
0.849095103,0.863380168,0.967761135,0.760227538,0.851531815,0.966532798,0.702542691,0.972969456,,0.38503312,0.10640902,gradient_boosting,class_weight,variance,122,0.815536485,10,273
0.847187722,0.862569091,0.974141414,0.751500039,0.848458189,0.973638142,0.699441661,0.978987727,,0.336799831,0.106379777,random_forest,enn,extra_trees,20,0.814977078,10,274
0.858587651,0.865480123,0.927110088,0.815709499,0.867849445,0.915250747,0.717109267,0.933890206,,0.540657842,0.118726335,logistic_regression,random_under,mutual_information,20,0.814458968,10,275
0.854063165,0.86764371,0.967381722,0.769578431,0.857217255,0.96570899,0.711888983,0.961344791,,0.513336675,0.163830596,adaboost,adasyn,mutual_information,20,0.813844691,10,276
0.869455287,0.881764788,0.972753346,0.792877737,0.873653029,0.970651838,0.741489479,0.906703273,,3.590603301,0.115085298,decision_tree,class_weight,logistic_l1,20,0.813233782,10,277
0.845901348,0.860913101,0.970065294,0.752513052,0.847551343,0.96931315,0.696710021,0.979296025,,0.345371095,0.111383913,extra_trees,nearmiss,mutual_information,20,0.812414554,10,278
0.857301278,0.864362749,0.926998224,0.813371776,0.86647574,0.915353723,0.714644625,0.93367692,,0.545699093,0.11954072,logistic_regression,smote_tomek,mutual_information,20,0.812156964,10,279
0.857611781,0.864685587,0.927347011,0.813605548,0.86676075,0.915765627,0.715269038,,,,,sgd,random_over,extra_trees,20,0.812095462,7,280
0.857168204,0.864258389,0.927054642,0.813060079,0.866323481,0.915456699,0.714396059,0.933870988,,0.542163098,0.119186095,logistic_regression,random_over,mutual_information,20,0.81205249,10,281
0.854418027,0.862732084,0.932132839,0.802696174,0.862585832,0.922767995,0.709624466,0.945145099,,0.542791079,0.12375304,logistic_regression,smote_tomek,random_forest,20,0.811425623,10,282
0.844082683,0.859791643,0.973571864,0.746357048,0.844956111,0.973226238,0.693564073,0.983196391,,0.320749552,0.10726713,random_forest,borderline_smote,mutual_information,20,0.81140709,10,283
0.854418027,0.862757136,0.932289309,0.802540326,0.862562814,0.922973947,0.709638697,0.944667115,,0.542669298,0.123875703,logistic_regression,random_under,random_forest,20,0.811226294,10,284
0.854151881,0.86253589,0.932330827,0.801994857,0.862265416,0.923076923,0.70913638,0.944816151,,0.544723171,0.124086301,logistic_regression,random_over,random_forest,20,0.810817453,10,285
0.844082683,0.859653858,0.972515213,0.747214213,0.84510642,0.972093502,0.69348266,0.982611057,,0.33350527,0.111259981,random_forest,enn,mutual_information,20,0.81077081,10,286
0.856236693,0.86336503,0.926462742,0.811891218,0.865401387,0.914838843,0.7125652,0.934085879,,0.653440953,0.121627395,logistic_regression,svm_smote,variance,122,0.810060022,10,287
0.856547197,0.863725446,0.927039772,0.811891218,0.865653041,0.915559675,0.713210666,,,,,sgd,tomek,extra_trees,20,0.810027976,7,288
0.855837473,0.863077002,0.926783647,0.810800281,0.864921031,0.915353723,0.711834261,0.933992653,,0.558918905,0.121349955,logistic_regression,enn,mutual_information,20,0.80965688,10,289
0.86785841,0.880412258,0.973022273,0.789760773,0.871865457,0.971063742,0.738467252,0.904823405,,3.661452733,0.117168015,decision_tree,nearmiss,logistic_l1,20,0.809479604,10,290
0.855660043,0.862908627,0.926681514,0.810566508,0.864743536,0.915250747,0.711486681,0.933513978,,0.54419491,0.119653804,logistic_regression,smote,mutual_information,20,0.809367915,10,291
0.855837473,0.861974718,0.92019644,0.817657601,0.865901964,0.906291834,0.71121016,0.941318252,,0.51410045,0.163752998,adaboost,smote_enn,anova,20,0.809081501,10,292
0.852288857,0.866360799,0.969283951,0.764747136,0.854952522,0.967974462,0.708682877,0.956814926,,0.517423075,0.165259574,adaboost,nearmiss,mutual_information,20,0.809018297,10,293
0.853042938,0.861599417,0.932412791,0.799812982,0.861037708,0.923385851,0.707036085,0.944932014,,0.552017359,0.125155101,logistic_regression,smote,random_forest,20,0.808903692,10,294
0.867991483,0.87521814,0.937427887,0.823034365,0.876514523,0.927401915,0.735999184,0.899633604,,3.583275904,0.118882186,knn,nearmiss,anova,20,0.807536123,10,295
0.842796309,0.858799529,0.974558087,0.743240084,0.843324492,0.974358974,0.691225987,0.979039761,,0.363049542,0.11117371,random_forest,smote_tomek,extra_trees,20,0.807188046,10,296
0.854240596,0.860722395,0.920832231,0.813917245,0.864080079,0.907527546,0.708226682,0.942329408,,0.514155285,0.163712652,adaboost,random_over,anova,20,0.806812549,10,297
0.868523776,0.879643885,0.963463887,0.799345438,0.873764906,0.959942333,0.739051267,0.897871409,,3.956846711,0.120455997,knn,smote_enn,logistic_l1,20,0.806551027,10,298
0.843594748,0.859162645,0.972005274,0.746746669,0.844614842,0.971578622,0.692527144,0.974086986,,0.380567756,0.113185141,extra_trees,adasyn,extra_trees,20,0.806303647,10,299
0.849982257,0.864021624,0.966808258,0.762643186,0.852674682,0.965400062,0.70414095,0.959738989,,0.516966935,0.165544076,adaboost,borderline_smote,mutual_information,20,0.806264583,10,300
0.854063165,0.860453814,0.92013736,0.814306865,0.863993386,0.906600762,0.707821212,0.94043679,,0.516908818,0.165025976,adaboost,random_under,anova,20,0.805669352,10,301
0.850647622,0.85954557,0.932395396,0.795293384,0.858404475,0.923797755,0.702486829,0.945274074,,0.558988442,0.12618187,logistic_regression,enn,random_forest,20,0.804942659,10,302
0.853885735,0.861437827,0.926953719,0.806904075,0.862772871,0.915971579,0.708133634,,,,,sgd,enn,extra_trees,20,0.804841586,7,303
0.840800213,0.856783192,0.972403925,0.741369906,0.841314056,0.972196478,0.687316642,0.979875236,,0.326645422,0.106936329,random_forest,borderline_smote,variance,122,0.804615479,10,304
0.840622782,0.856852811,0.974137931,0.739655575,0.840855738,0.974050046,0.68711915,0.978407734,,0.344940957,0.113188156,random_forest,smote,extra_trees,20,0.803179243,10,305
0.85282115,0.860390004,0.926108374,0.805735214,0.861738478,0.915044795,0.706028746,,,,,sgd,adasyn,variance,122,0.802781157,7,306
0.84066714,0.856340631,0.969897285,0.74316216,0.841524751,0.969519102,0.686870154,0.978574952,,0.463954095,0.116629431,extra_trees,nearmiss,random_forest,20,0.802587592,10,307
0.848873314,0.858062243,0.932623462,0.791708876,0.856408311,0.924415611,0.699143807,0.94485429,,0.555648224,0.127683492,logistic_regression,tomek,random_forest,20,0.801699625,10,308
0.839158978,0.855015921,0.969792836,0.740512741,0.839784376,0.969519102,0.68403592,0.979910383,,0.34137899,0.111595449,extra_trees,enn,mutual_information,20,0.80138711,10,309
0.851534776,0.85946052,0.927143372,0.802228629,0.860174625,0.916692411,0.703681156,0.932706187,,0.701855275,0.127721181,logistic_regression,borderline_smote,variance,122,0.801017602,10,310
0.845280341,0.857499189,0.94932205,0.769266734,0.849862259,0.945731645,0.693844336,0.954288471,,0.373714892,0.1196205,gradient_boosting,borderline_smote,chi2,20,0.800572963,10,311
0.850159688,0.858152489,0.926323384,0.800436375,0.858791071,0.915868603,0.700991633,0.934022351,,0.551656511,0.123588911,logistic_regression,tomek,mutual_information,20,0.800059109,10,312
0.850026615,0.858035603,0.926303446,0.800202603,0.858647937,0.915868603,0.700737089,0.934002426,,0.551090658,0.123484002,logistic_regression,class_weight,mutual_information,20,0.799840849,10,313
0.838183109,0.854709898,0.973991124,0.73536975,0.838025042,0.974050046,0.682540272,0.979584949,,0.336970769,0.110728212,random_forest,random_under,extra_trees,20,0.799796383,10,314
0.837118524,0.853536816,0.972070494,0.734980129,0.837060703,0.972093502,0.680397798,0.9811188,,0.322760706,0.104903412,random_forest,adasyn,variance,122,0.799127724,10,315
0.869588361,0.881430739,0.969530138,0.795916777,0.874186922,0.966944702,0.741517175,0.881430739,,4.700511931,0.130411639,decision_tree,nearmiss,variance,122,0.79890474,10,316
0.83680802,0.853339237,0.972635275,0.733967116,0.836612337,0.972711358,0.679861851,0.982776687,,0.337972286,0.112268454,random_forest,borderline_smote,random_forest,20,0.798579826,10,317
