accuracy,balanced_accuracy,precision,recall,f1,specificity,kappa,roc_auc,pr_auc,Model,BalancedMethod,FeatureSelection,NumFeatures,overall_score,metrics_used,Rank
0.775638751,0.636515859,0.80970664,0.775638751,0.74828184,,0.651459482,0.926152172,0.893882384,extra_trees,borderline_smote,logistic_l1,20,0.884424065,8,180
0.778788148,0.598269975,0.816598852,0.778788148,0.740318594,,0.655780354,0.951204969,0.918474291,random_forest,smote_enn,random_forest,20,0.884015441,8,181
0.788413769,0.560043083,0.823760651,0.788413769,0.766230641,,0.670223715,0.943499351,0.905980555,random_forest,tomek,anova,20,0.88400401,8,182
0.786151526,0.556667219,0.822464968,0.786151526,0.762306877,,0.666086312,0.953251855,0.913115712,random_forest,class_weight,anova,20,0.883617817,8,183
0.776392832,0.613007704,0.812366279,0.776392832,0.749682034,,0.652490232,0.941329921,0.89957957,random_forest,svm_smote,logistic_l1,20,0.8831525,8,184
0.775328247,0.67226112,0.802723165,0.775328247,0.766014335,,0.667769749,0.927241616,0.822303023,logistic_regression,borderline_smote,anova,20,0.882952114,8,185
0.778655075,0.57319627,0.818321936,0.778655075,0.755746782,,0.655789242,0.943051921,0.921435331,extra_trees,adasyn,extra_trees,20,0.882485846,8,186
0.770670688,0.680855536,0.770012841,0.770670688,0.756009395,,0.660612313,,,sgd,adasyn,mutual_information,20,0.882014603,6,187
0.778255855,0.586936127,0.817141936,0.778255855,0.745394555,,0.655476896,0.951023737,0.914921071,extra_trees,smote,random_forest,20,0.881985653,8,188
0.778921221,0.586082119,0.815766174,0.778921221,0.743877569,,0.656182885,0.947515338,0.918366704,extra_trees,smote_tomek,random_forest,20,0.881881348,8,189
0.775949255,0.57486325,0.818341269,0.775949255,0.751109688,,0.650729975,0.943223378,0.928017303,random_forest,adasyn,extra_trees,20,0.881714618,8,190
0.780518098,0.569967269,0.816769679,0.780518098,0.756954024,,0.65955073,0.940199538,0.916931502,extra_trees,adasyn,anova,20,0.881634577,8,191
0.771957062,0.61586236,0.823594074,0.771957062,0.726502741,,0.640103967,0.957486145,0.915023548,extra_trees,random_over,variance,122,0.881095486,8,192
0.780651171,0.567346967,0.816936914,0.780651171,0.755850277,,0.659108068,0.943972554,0.913488856,extra_trees,smote_tomek,anova,20,0.880461221,8,193
0.778300213,0.567475209,0.813841365,0.778300213,0.745410273,,0.656311082,0.957378282,0.925102831,extra_trees,adasyn,mutual_information,20,0.880442185,8,194
0.77661462,0.572384647,0.818606069,0.77661462,0.752327468,,0.651509546,0.943641376,0.92091063,random_forest,smote_tomek,extra_trees,20,0.880329667,8,195
0.770404542,0.618139057,0.823609589,0.770404542,0.723135418,,0.637580787,0.956569544,0.91586697,extra_trees,class_weight,variance,122,0.880061088,8,196
0.782469837,0.564195253,0.801630464,0.782469837,0.758931821,,0.66960436,0.9629483,0.898427415,logistic_regression,class_weight,mutual_information,20,0.879826682,8,197
0.780961675,0.567112597,0.814833353,0.780961675,0.75588548,,0.65949762,0.941432587,0.911923552,extra_trees,smote,anova,20,0.879743617,8,198
0.757452094,0.710334283,0.789687858,0.757452094,0.768847327,,0.64586367,0.898072881,0.819521596,adaboost,random_under,anova,20,0.879513641,8,199
0.772799858,0.664386229,0.774174598,0.772799858,0.757115519,,0.662567567,,,sgd,borderline_smote,mutual_information,20,0.879391115,6,200
0.784465933,0.626560237,0.816285377,0.784465933,0.755860138,,0.670385635,,,sgd,class_weight,variance,122,0.878608336,6,201
0.77603797,0.58245529,0.807132427,0.77603797,0.733983684,,0.650659483,0.954392121,0.923491628,random_forest,smote,mutual_information,20,0.878119039,8,202
0.787260468,0.59531903,0.783371572,0.787260468,0.746101196,,0.670527393,0.944951871,0.883757425,gradient_boosting,enn,random_forest,20,0.877842024,8,203
0.776525905,0.597650149,0.813675397,0.776525905,0.734890399,,0.649857003,0.944407284,0.905689963,gradient_boosting,class_weight,mutual_information,20,0.877398564,8,204
0.780118879,0.555428521,0.820746101,0.780118879,0.759272686,,0.656729065,0.944114117,0.906171067,random_forest,class_weight,extra_trees,20,0.877158044,8,205
0.765303407,0.608644925,0.808368303,0.765303407,0.71609622,,0.629872617,0.965175162,0.933335453,random_forest,enn,random_forest,20,0.877134057,8,206
0.773864443,0.586835682,0.810242506,0.773864443,0.733632019,,0.648176437,0.951215027,0.917811531,extra_trees,svm_smote,random_forest,20,0.876815129,8,207
0.761355571,0.672424626,0.773347499,0.761355571,0.761492602,,0.646818957,,,sgd,smote_tomek,anova,20,0.876720004,6,208
0.774973385,0.564910719,0.814235709,0.774973385,0.749692268,,0.648829309,0.944601577,0.917902429,extra_trees,smote_tomek,extra_trees,20,0.876318671,8,209
0.760069198,0.676397975,0.770581144,0.760069198,0.757239696,,0.650466254,,,sgd,svm_smote,random_forest,20,0.876170822,6,210
0.761710433,0.685510996,0.769033742,0.761710433,0.74900872,,0.647037911,,,sgd,adasyn,random_forest,20,0.875816675,6,211
0.771779631,0.578358893,0.810689879,0.771779631,0.733471572,,0.644166551,0.957724655,0.923189086,extra_trees,borderline_smote,random_forest,20,0.875801683,8,212
0.770892477,0.598356246,0.808634976,0.770892477,0.738030904,,0.643425915,0.938959044,0.90915423,random_forest,adasyn,logistic_l1,20,0.875764524,8,213
0.764593683,0.595531122,0.822530597,0.764593683,0.72302354,,0.627746328,0.958674601,0.930601103,random_forest,borderline_smote,variance,122,0.875653403,8,214
0.781760114,0.556111779,0.818628334,0.781760114,0.75422605,,0.659006085,0.926859787,0.91068107,random_forest,random_over,anova,20,0.875535557,8,215
0.776481547,0.564516822,0.811058428,0.776481547,0.740618646,,0.652455116,0.951577976,0.918916333,extra_trees,smote_tomek,mutual_information,20,0.875373874,8,216
0.775638751,0.573905817,0.811440186,0.775638751,0.734382363,,0.649363727,0.954258356,0.915120188,extra_trees,enn,random_forest,20,0.874702182,8,217
0.775416962,0.566026681,0.809572081,0.775416962,0.737637458,,0.650655269,0.952614344,0.920205252,extra_trees,smote,mutual_information,20,0.874668182,8,218
0.778921221,0.554431954,0.820963516,0.778921221,0.757899977,,0.65439821,0.93635599,0.903167719,random_forest,tomek,extra_trees,20,0.87449809,8,219
0.773021647,0.563315506,0.812355298,0.773021647,0.746817298,,0.645563028,0.943202971,0.917172815,extra_trees,smote,extra_trees,20,0.873816962,8,220
0.774707239,0.571018915,0.809497695,0.774707239,0.732827363,,0.647076604,0.957678037,0.916667676,extra_trees,enn,mutual_information,20,0.873676182,8,221
0.762996806,0.668577662,0.810772946,0.762996806,0.772714814,,0.648397626,0.894941809,0.812490074,knn,random_under,extra_trees,20,0.873343883,8,222
0.774086231,0.552017148,0.813781392,0.774086231,0.748223479,,0.647059596,0.945741398,0.920021639,random_forest,svm_smote,anova,20,0.873216185,8,223
0.756875444,0.675260324,0.771001781,0.756875444,0.757074265,,0.639770301,,,sgd,smote,anova,20,0.873207338,6,224
0.761399929,0.601045562,0.817870644,0.761399929,0.721333328,,0.622758863,0.95686527,0.924849691,random_forest,smote,variance,122,0.873103575,8,225
0.772711143,0.593463769,0.817628362,0.772711143,0.735545315,,0.643743059,0.919524873,0.905621519,gradient_boosting,class_weight,variance,122,0.872483183,8,226
0.770360185,0.576333977,0.803989871,0.770360185,0.724229802,,0.64006355,0.956620121,0.927202064,random_forest,adasyn,random_forest,20,0.872177145,8,227
0.773420866,0.559559381,0.808624193,0.773420866,0.736718713,,0.647784299,0.955110381,0.918668886,extra_trees,borderline_smote,mutual_information,20,0.872004443,8,228
0.776481547,0.586950584,0.810347112,0.776481547,0.737096058,,0.649394535,0.927126979,0.899023212,gradient_boosting,tomek,mutual_information,20,0.871948348,8,229
0.770182754,0.576674739,0.801562751,0.770182754,0.726112021,,0.640738278,0.95599796,0.924378474,random_forest,smote_tomek,mutual_information,20,0.871888282,8,230
0.756609297,0.712685365,0.7843696,0.756609297,0.766191966,,0.644674309,0.888739078,0.792138863,adaboost,random_under,extra_trees,20,0.871609909,8,231
0.771735273,0.606985021,0.811446648,0.771735273,0.740936038,,0.643398104,0.914350828,0.887219192,extra_trees,random_over,logistic_l1,20,0.871488205,8,232
0.767255145,0.577171896,0.806345698,0.767255145,0.725506555,,0.635680917,0.957158193,0.925974512,random_forest,smote_tomek,random_forest,20,0.871349258,8,233
0.819020582,0.651054742,0.829203735,0.819020582,0.802256358,,0.722922939,0.796559995,0.714790557,decision_tree,svm_smote,variance,122,0.871299561,8,234
0.752350958,0.678932148,0.771254318,0.752350958,0.755093152,,0.634223626,,,sgd,random_over,anova,20,0.8712244,6,235
0.772134493,0.564354295,0.808066162,0.772134493,0.731636345,,0.643391393,0.956810006,0.919781094,extra_trees,class_weight,random_forest,20,0.87121588,8,236
0.770404542,0.577520399,0.798447472,0.770404542,0.723262631,,0.639400584,0.956962687,0.924945302,random_forest,svm_smote,random_forest,20,0.871169715,8,237
0.769473031,0.575668288,0.805247033,0.769473031,0.728080156,,0.640850812,0.950999978,0.919687102,random_forest,adasyn,mutual_information,20,0.870788987,8,238
0.769517388,0.592241328,0.80778772,0.769517388,0.737055144,,0.640233591,0.933087533,0.900019286,random_forest,borderline_smote,logistic_l1,20,0.870757579,8,239
0.770892477,0.552294068,0.814003929,0.770892477,0.744750698,,0.642345239,0.944092374,0.919608828,extra_trees,borderline_smote,extra_trees,20,0.870685309,8,240
0.787127395,0.57220013,0.804650549,0.787127395,0.762706948,,0.671013566,0.855703461,0.886475028,gradient_boosting,enn,extra_trees,20,0.869807733,8,241
0.762819375,0.588110623,0.802029576,0.762819375,0.715011423,,0.625046665,0.964991271,0.928412078,random_forest,tomek,random_forest,20,0.869500908,8,242
0.746939319,0.642284143,0.823370387,0.746939319,0.765163586,,0.637694578,,,sgd,borderline_smote,logistic_l1,20,0.869158403,6,243
0.772622427,0.546756454,0.811123149,0.772622427,0.744684071,,0.645597785,0.943623525,0.915533214,extra_trees,borderline_smote,anova,20,0.869135805,8,244
0.768585877,0.552163502,0.81298636,0.768585877,0.743907411,,0.637942279,0.936771133,0.922528924,random_forest,svm_smote,extra_trees,20,0.869005051,8,245
0.76871895,0.559304966,0.813399044,0.76871895,0.740429171,,0.637091204,0.951508297,0.910405269,extra_trees,enn,extra_trees,20,0.868673906,8,246
0.776215401,0.553788631,0.816252453,0.776215401,0.747370076,,0.649388894,0.925185575,0.902307833,random_forest,random_over,extra_trees,20,0.868400595,8,247
0.765125976,0.602959749,0.812645886,0.765125976,0.712451018,,0.627132288,0.95154364,0.909425539,extra_trees,enn,variance,122,0.868355826,8,248
0.771424769,0.545114289,0.812383387,0.771424769,0.741916756,,0.641845007,0.94383438,0.919596126,random_forest,borderline_smote,anova,20,0.868285552,8,249
0.768852023,0.56341527,0.804610142,0.768852023,0.726439339,,0.637947336,0.952744427,0.924043469,random_forest,svm_smote,mutual_information,20,0.868247805,8,250
0.764638041,0.584415075,0.791173448,0.764638041,0.714112189,,0.627579665,0.961142284,0.929743777,random_forest,class_weight,random_forest,20,0.868122636,8,251
0.76658978,0.601722713,0.809744673,0.76658978,0.734436214,,0.639075838,0.916792538,0.89279785,gradient_boosting,class_weight,logistic_l1,20,0.86801946,8,252
0.753149397,0.681026352,0.764952299,0.753149397,0.744100456,,0.6359749,,,sgd,smote_tomek,random_forest,20,0.867976385,6,253
0.7727555,0.545372708,0.807931184,0.7727555,0.733653519,,0.644076847,0.955744337,0.919349131,extra_trees,tomek,mutual_information,20,0.867650783,8,254
0.774751597,0.540002725,0.810047558,0.774751597,0.737616402,,0.647576897,0.951926118,0.914310105,extra_trees,class_weight,mutual_information,20,0.867179939,8,255
0.767388219,0.610929496,0.800746501,0.767388219,0.741940497,,0.648505515,0.938892137,0.855984728,logistic_regression,class_weight,logistic_l1,20,0.867129651,8,256
0.768053584,0.609016385,0.801057686,0.768053584,0.744521318,,0.650565476,0.936058639,0.854028846,logistic_regression,enn,logistic_l1,20,0.867114483,8,257
0.766501065,0.565779348,0.807705565,0.766501065,0.728408407,,0.634813273,0.951519358,0.917297507,extra_trees,tomek,random_forest,20,0.866983572,8,258
0.768940738,0.552291983,0.809211494,0.768940738,0.738401328,,0.639819791,0.94169827,0.916537121,extra_trees,svm_smote,anova,20,0.866825053,8,259
0.767077715,0.549097395,0.811448847,0.767077715,0.740225194,,0.635720275,0.942417927,0.919879717,extra_trees,svm_smote,extra_trees,20,0.866619773,8,260
0.765702626,0.549695313,0.810709436,0.765702626,0.737297319,,0.632870328,0.94266616,0.924751188,random_forest,borderline_smote,extra_trees,20,0.866264903,8,261
0.766855926,0.609566257,0.799610969,0.766855926,0.74145892,,0.64756473,0.938487045,0.855242734,logistic_regression,tomek,logistic_l1,20,0.866145129,8,262
0.765303407,0.57916593,0.790632544,0.765303407,0.713377566,,0.62939766,0.961515753,0.924421694,random_forest,enn,mutual_information,20,0.866042007,8,263
0.743168914,0.647123259,0.795243195,0.743168914,0.743283418,,0.622830406,0.936726627,0.860916233,logistic_regression,random_under,mutual_information,20,0.866040876,8,264
0.760202271,0.585677437,0.794829945,0.760202271,0.711244217,,0.620552861,0.964037755,0.925800641,random_forest,tomek,mutual_information,20,0.865423017,8,265
0.764771114,0.572013833,0.80031323,0.764771114,0.72027916,,0.630675307,0.952159764,0.920929148,random_forest,smote,random_forest,20,0.865408879,8,266
0.754879347,0.710110164,0.796347269,0.754879347,0.772167092,,0.645956394,0.865345645,0.766797427,adaboost,random_under,logistic_l1,20,0.865399938,8,267
0.761710433,0.608788535,0.806483092,0.761710433,0.722425644,,0.630501035,0.94219321,0.886225879,gradient_boosting,enn,logistic_l1,20,0.865180536,8,268
0.772844216,0.550030235,0.805272579,0.772844216,0.741191809,,0.644277212,0.94192835,0.901532171,extra_trees,enn,anova,20,0.865134903,8,269
0.751286373,0.677321399,0.765334404,0.751286373,0.740913408,,0.63301879,,,sgd,smote,random_forest,20,0.864893601,6,270
0.764061391,0.597784404,0.810389406,0.764061391,0.728129482,,0.630105222,0.92105373,0.894630257,random_forest,random_over,logistic_l1,20,0.864684494,8,271
0.769206884,0.542536172,0.81421734,0.769206884,0.741842065,,0.637850979,0.940346994,0.91107604,extra_trees,class_weight,extra_trees,20,0.864600493,8,272
0.749024131,0.678757626,0.769198531,0.749024131,0.741113365,,0.630002908,,,sgd,random_over,random_forest,20,0.864575471,6,273
0.750887154,0.676014431,0.760161004,0.750887154,0.74222788,,0.6336074,,,sgd,smote_enn,random_forest,20,0.864334547,6,274
0.771912704,0.544602575,0.790684039,0.771912704,0.7477805,,0.647327281,0.959436522,0.891395354,logistic_regression,enn,extra_trees,20,0.86426266,8,275
0.771202981,0.538623184,0.810436317,0.771202981,0.741040798,,0.641708989,0.93731871,0.904860285,extra_trees,tomek,anova,20,0.862531769,8,276
0.768097942,0.576587666,0.812994665,0.768097942,0.730980566,,0.636326563,0.932509935,0.886555236,random_forest,enn,logistic_l1,20,0.862453136,8,277
0.76871895,0.574546641,0.812061239,0.76871895,0.737959491,,0.637514668,0.917217635,0.886576695,extra_trees,class_weight,logistic_l1,20,0.862380399,8,278
0.767077715,0.548362305,0.797277893,0.767077715,0.72422866,,0.636758986,0.954779154,0.919408932,extra_trees,svm_smote,mutual_information,20,0.862343676,8,279
0.765880057,0.548532649,0.800536781,0.765880057,0.724384742,,0.633314346,0.95584972,0.91934275,extra_trees,random_over,random_forest,20,0.86209426,8,280
0.764948545,0.586587731,0.808969976,0.764948545,0.731205966,,0.631856398,0.928385681,0.884081707,extra_trees,enn,logistic_l1,20,0.861953725,8,281
0.758960256,0.574572633,0.790986686,0.758960256,0.710358198,,0.618656369,0.962503466,0.923662727,random_forest,class_weight,mutual_information,20,0.861240954,8,282
0.776481547,0.538959611,0.783873562,0.776481547,0.743371082,,0.65319975,0.944390799,0.888334972,gradient_boosting,class_weight,extra_trees,20,0.860863189,8,283
0.769162527,0.53774568,0.807892566,0.769162527,0.738933425,,0.638572538,0.939110176,0.904581158,extra_trees,class_weight,anova,20,0.860769983,8,284
0.767831796,0.673239547,0.785733974,0.767831796,0.737847873,,0.652809864,0.894657726,0.79261814,adaboost,adasyn,random_forest,20,0.860453488,8,285
0.764593683,0.539048018,0.812028913,0.764593683,0.737059944,,0.630158026,0.938327313,0.911565139,extra_trees,tomek,extra_trees,20,0.860102294,8,286
0.765613911,0.564872485,0.81082325,0.765613911,0.729369765,,0.631955454,0.925471732,0.898842479,random_forest,class_weight,logistic_l1,20,0.85992652,8,287
0.78548616,0.539792339,0.803299534,0.78548616,0.740381895,,0.6667615,0.876149468,0.894955238,gradient_boosting,class_weight,random_forest,20,0.859878551,8,288
0.764726757,0.568423538,0.809853036,0.764726757,0.733600256,,0.630862928,0.921762334,0.893765713,extra_trees,tomek,logistic_l1,20,0.859865521,8,289
0.765702626,0.537199489,0.80997003,0.765702626,0.736489147,,0.632232167,0.936887339,0.910527125,extra_trees,random_over,extra_trees,20,0.859526847,8,290
0.769073811,0.534351308,0.787922927,0.769073811,0.743498692,,0.642121916,0.959600888,0.891980459,logistic_regression,tomek,extra_trees,20,0.859413312,8,291
0.755322924,0.655074067,0.790439406,0.755322924,0.757352126,,0.634945268,0.886740803,0.806161782,knn,random_under,mutual_information,20,0.858582331,8,292
0.767122072,0.532780873,0.805266107,0.767122072,0.733013335,,0.635143522,0.942712396,0.910217882,extra_trees,random_over,anova,20,0.858530765,8,293
0.779719659,0.540502459,0.786635719,0.779719659,0.745905084,,0.658254124,0.934026068,0.869329643,gradient_boosting,tomek,extra_trees,20,0.85839838,8,294
0.760645848,0.594020865,0.805681306,0.760645848,0.723698735,,0.629679696,0.90983378,0.886117871,gradient_boosting,tomek,logistic_l1,20,0.858225848,8,295
0.766456707,0.531556665,0.795088979,0.766456707,0.722018897,,0.634079694,0.958305862,0.921293172,extra_trees,random_over,mutual_information,20,0.858220504,8,296
0.758827182,0.567249735,0.783289178,0.758827182,0.710443865,,0.619991732,0.953583167,0.924011283,random_forest,borderline_smote,random_forest,20,0.858174386,8,297
0.788236338,0.69002558,0.820957881,0.788236338,0.759051376,,0.674073044,0.828754746,0.716341665,knn,borderline_smote,variance,122,0.857408329,8,298
0.766146203,0.529394959,0.785032342,0.766146203,0.740236702,,0.63718789,0.960031639,0.893154284,logistic_regression,class_weight,extra_trees,20,0.856134369,8,299
0.764416253,0.560323509,0.811610091,0.764416253,0.727895078,,0.629467439,0.929640327,0.886127265,random_forest,tomek,logistic_l1,20,0.855762084,8,300
0.78992193,0.692945629,0.777669221,0.78992193,0.764319122,,0.680709404,0.8281201,0.709536879,knn,adasyn,variance,122,0.855220966,8,301
0.757585167,0.557202343,0.78059317,0.757585167,0.707109087,,0.61719847,0.958478796,0.925164787,random_forest,random_over,random_forest,20,0.854990228,8,302
0.755677786,0.569841691,0.762558675,0.755677786,0.701943632,,0.609906305,0.964475951,0.929134762,random_forest,enn,variance,122,0.854876942,8,303
0.762065295,0.557376588,0.778841762,0.762065295,0.732393884,,0.632641614,0.948772285,0.882373889,gradient_boosting,enn,anova,20,0.854390746,8,304
0.788679915,0.690470208,0.775084542,0.788679915,0.762473098,,0.678075416,0.828636673,0.71279872,knn,smote,variance,122,0.854065582,8,305
0.788635557,0.690442302,0.775055748,0.788635557,0.762432831,,0.678012422,0.82860343,0.712548495,knn,smote_tomek,variance,122,0.853969884,8,306
0.78876863,0.690862575,0.77597112,0.78876863,0.763242173,,0.678469038,0.828840403,0.710149601,knn,smote_enn,variance,122,0.853963803,8,307
0.753504258,0.556033735,0.80251072,0.753504258,0.70200565,,0.607015051,0.960416299,0.927357845,random_forest,class_weight,variance,122,0.85375781,8,308
0.758028744,0.548560944,0.775777887,0.758028744,0.708333871,,0.620978148,0.960151728,0.923694783,random_forest,borderline_smote,mutual_information,20,0.853433079,8,309
0.790365507,0.549986207,0.786102314,0.790365507,0.736189717,,0.676507556,0.917002343,0.833771633,adaboost,tomek,random_forest,20,0.853426708,8,310
0.786550745,0.575204165,0.720406627,0.786550745,0.72957909,,0.670706087,0.922339071,0.845392483,adaboost,class_weight,random_forest,20,0.852544143,8,311
0.757185947,0.550340869,0.775347385,0.757185947,0.7052929,,0.616526463,0.953094902,0.926994447,random_forest,random_over,mutual_information,20,0.852146114,8,312
0.778876863,0.530627346,0.793955838,0.778876863,0.730266465,,0.65528519,0.877031678,0.89821218,gradient_boosting,tomek,random_forest,20,0.852013323,8,313
0.747028034,0.555991399,0.799446502,0.747028034,0.695963697,,0.596382131,0.967792173,0.935140787,random_forest,tomek,variance,122,0.851340291,8,314
0.766678495,0.670425664,0.796565732,0.766678495,0.755591527,,0.644871157,0.836826253,0.755007428,knn,random_under,logistic_l1,20,0.849843106,8,315
0.783268275,0.680209461,0.813392362,0.783268275,0.753722399,,0.666031358,0.825216733,0.709965171,knn,svm_smote,variance,122,0.849135792,8,316
0.752617104,0.659086837,0.770332058,0.752617104,0.732647183,,0.630195198,0.902270789,0.792549322,adaboost,svm_smote,variance,122,0.848642513,8,317
0.78144961,0.544208514,0.743725277,0.78144961,0.726125828,,0.661934718,0.930248256,0.860263623,adaboost,tomek,variance,122,0.848637883,8,318
0.776658978,0.537346235,0.795963352,0.776658978,0.758641745,,0.658117819,,,sgd,enn,extra_trees,20,0.848531153,6,319
0.745031938,0.66388886,0.796140913,0.745031938,0.74060934,,0.621596182,0.870353898,0.787582221,knn,random_under,random_forest,20,0.84644874,8,320
0.774574166,0.536060021,0.794931111,0.774574166,0.756722374,,0.654923839,,,sgd,tomek,extra_trees,20,0.846253056,6,321
0.730970546,0.670466152,0.778560754,0.730970546,0.721483885,,0.589262907,0.916304985,0.822805763,adaboost,smote_enn,variance,122,0.846222241,8,322
0.742725337,0.649382174,0.747554725,0.742725337,0.727820318,,0.62031739,,,sgd,borderline_smote,random_forest,20,0.846187169,6,323
0.739309794,0.630651762,0.78731087,0.739309794,0.7311389,,0.609475959,0.915884845,0.823187303,logistic_regression,random_under,random_forest,20,0.845582351,8,324
0.756875444,0.541673089,0.77009771,0.756875444,0.7249235,,0.624219138,0.943559933,0.880345678,gradient_boosting,tomek,anova,20,0.844799649,8,325
0.765569553,0.560443847,0.795337563,0.765569553,0.74485503,,0.646339004,,,sgd,enn,mutual_information,20,0.844674385,6,326
0.790720369,0.638719297,0.798278667,0.790720369,0.776516275,,0.683317053,0.796638367,0.70199233,knn,adasyn,logistic_l1,20,0.843944999,8,327
0.759403833,0.55762099,0.791208905,0.759403833,0.731721426,,0.622048533,0.911204856,0.856486324,gradient_boosting,smote_tomek,chi2,20,0.843744798,8,328
0.745165011,0.546894422,0.788978075,0.745165011,0.693429886,,0.593407586,0.957081642,0.925750188,random_forest,random_over,variance,122,0.843699649,8,329
0.780828602,0.531064496,0.730001168,0.780828602,0.723962207,,0.657262066,0.927188971,0.859536146,adaboost,class_weight,variance,122,0.842756112,8,330
0.728530873,0.653277942,0.755461722,0.728530873,0.730336681,,0.608284419,,,sgd,svm_smote,anova,20,0.842365581,6,331
0.715844571,0.661880735,0.797199628,0.715844571,0.749006792,,0.594999788,0.873644303,0.807174425,naive_bayes,svm_smote,mutual_information,20,0.84177394,8,332
0.711674947,0.659467121,0.783517919,0.711674947,0.737137693,,0.592041525,,,sgd,random_under,extra_trees,20,0.84134481,6,333
0.765214691,0.555614505,0.792771778,0.765214691,0.739824932,,0.644183463,,,sgd,tomek,mutual_information,20,0.840975791,6,334
0.800434705,0.605659986,0.799133647,0.800434705,0.789546303,,0.697613642,0.772329639,0.694688952,decision_tree,enn,extra_trees,20,0.840345813,8,335
0.782336764,0.630705661,0.799373763,0.782336764,0.765653897,,0.667062847,0.804735725,0.718007257,knn,smote,logistic_l1,20,0.839554388,8,336
0.782381121,0.630788271,0.799423517,0.782381121,0.765706977,,0.667145303,0.804377093,0.716809892,knn,smote_tomek,logistic_l1,20,0.839318086,8,337
0.754613201,0.55498008,0.786034392,0.754613201,0.727167213,,0.614882744,0.911942652,0.853087247,gradient_boosting,smote,chi2,20,0.83871239,8,338
0.754258339,0.553958642,0.78301296,0.754258339,0.728106457,,0.614517578,0.911772251,0.852931192,gradient_boosting,smote_enn,chi2,20,0.838272526,8,339
0.753637331,0.516823441,0.768174777,0.753637331,0.729665953,,0.619629856,0.947138298,0.873878324,logistic_regression,enn,anova,20,0.838079837,8,340
0.758427963,0.515315735,0.779529308,0.758427963,0.728771739,,0.626003803,0.926514758,0.869040585,gradient_boosting,class_weight,anova,20,0.837276939,8,341
0.785841022,0.631897201,0.821544518,0.785841022,0.769160529,,0.673707783,0.788331098,0.692453044,knn,smote_enn,extra_trees,20,0.837224969,8,342
0.767343861,0.527622492,0.789346614,0.767343861,0.747195661,,0.642109211,,,sgd,class_weight,extra_trees,20,0.835844491,6,343
0.752217885,0.513280885,0.768433587,0.752217885,0.726333562,,0.616616824,0.947485616,0.874306278,logistic_regression,tomek,anova,20,0.835843824,8,344
0.745608588,0.588833886,0.770290859,0.745608588,0.743111646,,0.615658383,0.893529802,0.812260363,gradient_boosting,random_under,chi2,20,0.835746179,8,345
0.799458836,0.607410506,0.81311488,0.799458836,0.7744637,,0.693727706,0.77250971,0.68728734,decision_tree,smote_enn,anova,20,0.835737921,8,346
0.756698013,0.551801029,0.802766617,0.756698013,0.735302508,,0.635286189,,,sgd,class_weight,logistic_l1,20,0.835372032,6,347
0.792760823,0.618789383,0.818444788,0.792760823,0.774757592,,0.681437626,0.777256638,0.684061749,decision_tree,smote,logistic_l1,20,0.835351044,8,348
0.779852732,0.667714128,0.759471568,0.779852732,0.749921753,,0.663444823,0.817643507,0.695148088,knn,random_over,variance,122,0.835293107,8,349
0.758383605,0.552746735,0.792220574,0.758383605,0.733643653,,0.634378083,,,sgd,class_weight,mutual_information,20,0.834329849,6,350
0.723828957,0.633999427,0.75095523,0.723828957,0.733141381,,0.594578137,,,sgd,smote_tomek,chi2,20,0.833942174,6,351
0.78105039,0.632365771,0.799929061,0.78105039,0.765128222,,0.666505232,0.798377065,0.694707119,knn,smote_enn,logistic_l1,20,0.833747214,8,352
0.723607168,0.633805744,0.750513639,0.723607168,0.732764834,,0.594167428,,,sgd,smote,chi2,20,0.833579521,6,353
0.761887864,0.561081341,0.728169539,0.761887864,0.705024134,,0.626236474,0.931847912,0.848108235,adaboost,enn,mutual_information,20,0.833404386,8,354
0.732212562,0.673617113,0.751265912,0.732212562,0.725474547,,0.598832531,0.893648189,0.770987725,adaboost,svm_smote,extra_trees,20,0.833396702,8,355
0.781804471,0.653577459,0.816108028,0.781804471,0.760326027,,0.666425812,0.79339715,0.671746826,decision_tree,svm_smote,logistic_l1,20,0.833317309,8,356
0.783844925,0.621669034,0.816780176,0.783844925,0.767272642,,0.670562671,0.786025635,0.694249748,knn,smote_enn,anova,20,0.833284498,8,357
0.705154365,0.679537361,0.793963922,0.705154365,0.745084226,,0.590745827,0.874812644,0.770619206,naive_bayes,smote_enn,random_forest,20,0.833214818,8,358
0.78490951,0.616892372,0.817155371,0.78490951,0.76757247,,0.672281967,0.784494178,0.694926924,knn,adasyn,anova,20,0.832824799,8,359
0.786728176,0.629550451,0.814104563,0.786728176,0.769805453,,0.673423554,0.781361542,0.677100287,decision_tree,smote_enn,logistic_l1,20,0.832379867,8,360
0.753947835,0.555418302,0.799073476,0.753947835,0.729755536,,0.628686411,,,sgd,tomek,logistic_l1,20,0.832203602,6,361
0.782469837,0.625556652,0.818728049,0.782469837,0.764531023,,0.667753845,0.786336346,0.690564311,knn,smote,extra_trees,20,0.832129594,8,362
0.782469837,0.625556652,0.818728049,0.782469837,0.764531023,,0.667753845,0.786253269,0.690354305,knn,smote_tomek,extra_trees,20,0.832075693,8,363
0.78317956,0.620129076,0.81630223,0.78317956,0.76618413,,0.669295079,0.784965889,0.693095231,knn,smote,anova,20,0.831925953,8,364
